en,vi
A karyotype analysis involves blocking cells in mitosis during metaphase and staining the condensed chromosomes.,Phân tích karyotype là việc khoá tế bào ở thời kì trung gian trong quá trình phân bào và nhuộm cố định nhiễm sắc thể.
"Several techniques are used to better delineate the chromosomes: In classical banding (eg, G [Giemsa] -, Q [fluorescent] -, and C-banding), a dye is used to stain bands on the chromosomes.","Một số kỹ thuật được sử dụng để phân biệt tốt hơn các nhiễm sắc thể: Trong kĩ thuật nhuộm band cổ điển (ví dụ: G [Giemsa] -, Q [huỳnh quang] -, và dải C), một loại thuốc nhuộm được sử dụng để nhuộm các băng trên nhiễm sắc thể."
"Chromosomal microarray analysis (CMA), also called array comparative genomic hybridization (aCGH), is a single-step technique that allows the entire genome to be scanned for chromosome dosage abnormalities, including increases (duplications) or decreases (deletions), which may also be suggestive of an unbalanced translocation.","Phân tích phân tử nhiễm sắc thể (CMA), còn được gọi là phép lai gen di truyền so sánh (aCGH) là một kỹ thuật đơn bước cho phép quét toàn bộ bộ gen về các bất thường về liều lượng nhiễm sắc thể, bao gồm tăng (nhân bản) hoặc giảm (xoá bỏ), giúp nghĩ đến những mất cân bằng của sự chuyển đoạn."
Screening Noninvasive prenatal screening (NIPS) methods are currently available.,Sàng lọc Các phương pháp sàng lọc trước sinh không xâm lấn (NIPS) hiện có sẵn.
The positive predictive value also varies because of the different incidence of each condition.,Giá trị tiên đoán dương tính cũng khác nhau vì tỷ lệ mắc bệnh khác nhau của mỗi tình trạng.
Chromosomal abnormalities fit into several categories but broadly may be considered as numerical or structural.,Những bất thường về nhiễm sắc thể được chia làm nhiều loại nhưng thường gặp nhất là bất thường về số lượng và cấu trúc.
Numerical abnormalities include Trisomy (an extra chromosome) Monosomy (a missing chromosome) Structural abnormalities include Translocations (anomalies in which a whole chromosome or segments of chromosomes inappropriately join with other chromosomes) Deletions and duplications of various parts of chromosomes Terminology Some specific terms from the field of genetics are important for describing chromosomal anomalies: Aneuploidy: The most common chromosomal abnormality caused by an extra or missing chromosome.,Bất thường về số lượng bao gồm Trisomy: 3 nhiễm sắc thể (thêm một nhiễm sắc thể) Monosomy: một nhiễm sắc thể (mất một nhiễm sắc thể) Bất thường cấu trúc bao gồm Chuyển vị (bất thường trong đó toàn bộ nhiễm sắc thể hoặc một đoạn nhiễm sắc thể không phù hợp với các nhiễm sắc thể khác) Xoá và nhân đôi các phần khác nhau của nhiễm sắc thể Thuật ngữ Một số thuật ngữ cụ thể từ lĩnh vực di truyền học rất quan trọng để mô tả các bất thường nhiễm sắc thể: Aneuploidy: Các bất thường nhiễm sắc thể phổ biến nhất gây ra bởi thêm hoặc mất một nhiếm sắc thể.
Karyotype: The full set of chromosomes in a person's cells.,Karyotype: Tập hợp toàn bộ các nhiễm sắc thể trong tế bào của người.
Genotype: The genetic constitution determined by the karyotype.,Genotype: Bộ gen được quy định bởi các nhiễm sắc thể.
"Phenotype: The person's clinical findings including outward appearance—the biochemical, physiologic, and physical makeup as determined by the genotype and environmental factors (see Overview of Genetics).","Kiểu hình: Các biểu hiện lâm sàng bao gồm hoá sinh, sinh lý, và thể chất được xác định bởi kiểu gen và các yếu tố môi trường (xem Tổng quan về di truyền học)."
Any part of the body may be the focus of concern.,Bất kỳ phần nào của cơ thể có thể là trọng tâm của mối quan tâm.
Diagnosis Psychiatric assessment Diagnostic and Statistical Manual of Mental Disorders (DSM-5-TR) criteria Sometimes tests to rule out other disorders Diagnosis of somatic symptom or a related disorder is based on criteria from the (DSM-5-TR).,"Chẩn đoán rối loạn triệu chứng cơ thể và các rối loạn liên quan Tiêu chuẩn lâm sàng Đôi khi các xét nghiệm để loại trừ các rối loạn khác Chẩn đoán triệu chứng cơ thể hoặc một rối loạn liên quan dựa trên các tiêu chí từ Cẩm nang Chẩn đoán và Thống kê về Rối loạn Tâm thần, Ấn bản lần thứ Năm (DSM-5)."
"Generally, for one of these disorders to be diagnosed, symptoms must cause significant distress and / or interfere with daily functioning, and children must be excessively concerned about their health and / or symptoms in thoughts and actions.","Nói chung, đối với một trong những chứng rối loạn này phải được chẩn đoán, các triệu chứng phải gây ra những căng thẳng đáng kể và / hoặc can thiệp vào hoạt động hàng ngày, và trẻ em phải quan tâm quá nhiều đến sức khoẻ của chúng và / hoặc các triệu chứng trong suy nghĩ và hành động."
It makes children feel as if something concrete is being done to treat them.,Nó làm cho trẻ em cảm thấy như thể có một cái gì đó cụ thể đang được thực hiện để điều trị cho họ.
"Depressive Disorders in Children and Adolescents By Josephine Elia, MD, Nemours / A I.","Rối loạn trầm cảm ở trẻ em và vị thành niên Theo Josephine Elia, MD, Nemours/A.I."
"However, events and stressors that cause demoralization and grief can also precipitate a major depressive episode.","Tuy nhiên, các sự kiện và các tác nhân gây stress gây ra mất tinh thần và đau buồn cũng có thể gây ra một giai đoạn trầm cảm lớn."
The following should be done to reduce risk: Parents and mental health care practitioners should discuss the issues in depth.,Cần làm những điều dưới đây để giảm rủi ro: Các bậc cha mẹ và những người hành nghề chăm sóc sức khoẻ tâm thần nên thảo luận kỹ những vấn đề này một cách sâu sắc.
Major depressive disorder involves feeling sad or irritable or losing interest or pleasure in almost all activities for most of the day nearly every day during a 2-week period plus other specific symptoms.,Rối loạn trầm cảm chủ yếu liên quan đến cảm giác buồn bã hoặc kích thích hoặc mất hứng thú hoặc niềm vui trong hầu hết các hoạt động hầu hết cả ngày gần như mỗi ngày trong giai đoạn 2 tuần cùng với các triệu chứng cụ thể khác.
Diagnosis is by clinical criteria.,Chẩn đoán dựa vào hỏi bệnh và thăm khám.
Major depressive disorder Major depressive disorder is a discrete depressive episode lasting ≥ 2 weeks.,Bệnh trầm cảm nặng Rối loạn trầm cảm chủ yếu là giai đoạn trầm cảm rời rạc kéo dài ≥ 2 tuần.
It occurs in as many as 2% of children and 5% of adolescents.,Nó xảy ra ở khoảng 2% trẻ em và 5% vị thành niên.
Major depressive disorder can first occur at any age but is more common after puberty.,Rối loạn trầm cảm chủ yếu có thể xảy ra ở mọi lứa tuổi nhưng phổ biến hơn sau tuổi dậy thì.
"Diagnosis Psychiatric assessment Diagnostic and Statistical Manual of Mental Disorders, Fifth edition (DSM-5-TR) criteria Diagnosis of depressive disorders is based on symptoms and signs, including the criteria listed above.","Chẩn đoán rối loạn trầm cảm Đánh giá lâm sàng Chẩn đoán rối loạn trầm cảm dựa trên các triệu chứng và dấu hiệu, bao gồm các tiêu chí được liệt kê ở trên."
They help identify some depressive symptoms but cannot be used alone for diagnosis.,Chúng giúp xác định một số triệu chứng trầm cảm nhưng không được sử dụng một mình để chẩn đoán.
(See also discussion of Depressive Disorders in adults.),(Xem thêm thảo luận về Rối loạn trầm cảm ở người trưởng thành.)
A comitant deviation has the same amplitude or degree of misalignment in all gaze directions.,Lệch đồng thời có cùng biên độ hoặc mức độ lệch ở tất cả các hướng nhìn.
"The direction of the deviation is designated by the prefixes eso -, exo -, hyper -, and hypo-.","Hướng lệch được chỉ định bởi các tiền tố eso -, exo -, hyper -, và hypo -."
Etiology of Strabismus Most strabismus is caused by Refractive error Muscle imbalance Rare causes include retinoblastoma or other serious ocular defects and neurologic disease.,Căn nguyên của lác mắt Hầu hết mắt lác là do Tật khúc xạ Mất cân bằng cơ Nguyên nhân hiếm có bao gồm u nguyên bào võng mạc hoặc các khiếm khuyết mắt nghiêm trọng và bệnh thần kinh.
"Diagnosis is clinical, including observation of the corneal light reflex and use of a cover test.","Chẩn đoán là dựa vào lâm sàng, bao gồm việc quan sát phản xạ giác mạc với ánh sáng và sử dụng test che mắt."
Specific causes vary depending on the type of deviation.,Các nguyên nhân cụ thể khác nhau tuỳ thuộc vào loại lệch truc.
"Symptoms and Signs of Strabismus Unless severe, phorias rarely cause symptoms of strabismus.","Các triệu chứng và dấu hiệu của lác mắt Trừ trường hợp trầm trọng, lác không thường xuyên hiếm khi gây ra triệu chứng lác mắt."
"For example, torticollis may develop to compensate for the brain's difficulty in fusing images from misaligned eyes and to reduce diplopia.","Ví dụ, bệnh trẹo cổ có thể xuất hiện để bù đắp cho sự khó khăn của não trong việc hoà hợp hình ảnh từ đôi mắt không được sắp xếp cân xứng và giảm nhìn đôi."
"Neurologic examination, particularly of the cranial nerves, is important.","Khám thần kinh, đặc biệt là các dây thần kinh sọ, rất quan trọng."
"When doing the cover test, the child is asked to fixate on an object.","Khi test che mắt, đứa trẻ được yêu cầu phải chú ý vào một vật thể."
One eye is then covered while the other is observed for movement.,Một mắt sau đó được che lại trong khi mắt kia được quan sát sự di chuyển.
"No movement should be detected if the eyes are properly aligned, but manifest strabismus is present if the uncovered eye shifts to establish fixation once the other eye, which had fixed on the object, is covered.","Không có chuyển động nào được phát hiện nếu mắt được sắp xếp hợp lý, nhưng mắt lác xuất hiện nếu mắt không che di chuyển để định hình khi mắt còn lại, mắt đã cố định trên vật thể được che lại."
The test is then repeated on the other eye.,Thử nghiệm này sau đó được lặp lại ở mắt kia.
"In a variation of the cover test, called the alternate uncover test, the child is asked to fixate on an object while the examiner alternately covers one eye and then the other, back and forth.","Trong một biến thể của test che mắt, được gọi là test không che mắt luân phiên, đứa trẻ được yêu cầu chú ý vào một vật thể khi người kiểm tra luân phiên che một mắt và sau đó che măt còn lại, qua lại."
